Date,High,Low,Open,Close,Volume,Adj Close,Retorno Diário
2018-01-02,16.549999237060547,16.190000534057617,16.190000534057617,16.549999237060547,33461800.0,15.79366397857666,0.027950169838870886
2018-01-03,16.719999313354492,16.3700008392334,16.489999771118164,16.700000762939453,55940900.0,15.936812400817871,0.009063661379359766
2018-01-04,16.959999084472656,16.6200008392334,16.780000686645508,16.729999542236328,37064900.0,15.965437889099121,0.0017961865623630224
2018-01-05,16.860000610351562,16.56999969482422,16.700000762939453,16.829999923706055,26958200.0,16.060867309570312,0.005977250428962577
2018-01-08,17.030000686645508,16.709999084472656,16.739999771118164,17.030000686645508,28400000.0,16.25172996520996,0.01188370789452442
2018-01-09,17.15999984741211,16.959999084472656,17.030000686645508,17.030000686645508,35070900.0,16.25172996520996,0.0
2018-01-10,17.049999237060547,16.770000457763672,16.920000076293945,16.799999237060547,28547700.0,16.032238006591797,-0.013505759638391068
2018-01-11,17.299999237060547,16.84000015258789,16.8799991607666,17.25,37921500.0,16.4616756439209,0.026785882117801307
2018-01-12,17.40999984741211,17.020000457763672,17.040000915527344,17.299999237060547,45912100.0,16.509389877319336,0.0028985040423912256
2018-01-15,17.440000534057617,17.149999618530273,17.31999969482422,17.350000381469727,28945400.0,16.557106018066406,0.00289024252874559
2018-01-16,17.84000015258789,17.299999237060547,17.350000381469727,17.649999618530273,58618300.0,16.843393325805664,0.017290902614676362
2018-01-17,18.360000610351562,17.809999465942383,17.920000076293945,18.360000610351562,58488900.0,17.520950317382812,0.04022686987538715
2018-01-18,18.530000686645508,17.93000030517578,18.350000381469727,18.219999313354492,48575800.0,17.387346267700195,-0.007625388307280767
2018-01-19,18.420000076293945,18.030000686645508,18.309999465942383,18.260000228881836,33470200.0,17.425518035888672,0.002195376315670794
2018-01-22,18.469999313354492,18.09000015258789,18.260000228881836,18.469999313354492,33920000.0,17.625917434692383,0.01150034095921737
2018-01-23,18.459999084472656,18.0,18.399999618530273,18.239999771118164,35567700.0,17.406431198120117,-0.01245247161661267
2018-01-24,19.6299991607666,18.420000076293945,18.420000076293945,19.34000015258789,89768200.0,18.456161499023438,0.06030703760898959
2018-01-25,19.34000015258789,19.34000015258789,19.34000015258789,19.34000015258789,0.0,18.456161499023438,0.0
2018-01-26,19.979999542236328,19.100000381469727,19.6200008392334,19.93000030517578,81989500.0,19.01919937133789,0.030506769912272746
